City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
306,grand gaube,75,MU,1524002400,94,-20.01,57.66,77.0,10.29
307,laje,92,BR,1524006946,99,-13.18,-39.42,69.23,8.97
308,gusau,0,NG,1524006946,36,12.17,6.66,76.97,9.42
309,sinnamary,80,GF,1524006946,100,5.38,-52.96,76.83,8.75
310,hovd,0,NO,1524005400,61,63.83,10.7,50.0,3.36
311,san ignacio,0,CL,1524002400,55,-36.8,-72.03,60.8,10.29
312,kristinehamn,92,SE,1524005400,93,59.31,14.11,46.4,5.82
313,srednekolymsk,64,RU,1524006948,71,67.46,153.71,24.63,2.48
314,shankargarh,0,IN,1524006949,81,25.19,81.61,68.78,2.71
315,kodiak,1,US,1524005580,36,39.95,-94.76,64.4,12.75
316,aldama,0,MX,1524006950,84,22.92,-98.09,76.52,17.81
317,veraval,0,FR,1524006000,71,49.65,0.71,60.8,5.82
318,qaqortoq,48,GL,1524005400,49,60.72,-46.03,46.4,2.24
319,vao,76,EE,1524006951,95,59.1,26.19,39.48,7.96
320,ngaoundere,20,CM,1524006951,80,7.32,13.58,62.7,2.26
321,hambantota,32,LK,1524006952,100,6.12,81.12,80.12,5.73
322,praia da vitoria,75,PT,1524006000,87,38.73,-27.07,46.4,25.3
323,abu samrah,0,SY,1524006953,37,35.3,37.18,52.13,4.72
324,laguna,5,MX,1524005160,14,27.52,-110.01,87.8,5.84
325,mata,40,CU,1524001800,57,22.63,-79.93,77.0,13.87
326,buala,92,SB,1524006955,99,-8.15,159.59,81.47,4.16
327,havelock,5,US,1524005880,38,34.88,-76.9,62.6,12.75
328,vila do maio,20,CV,1524006000,73,15.13,-23.22,69.8,13.87
329,cidreira,0,BR,1524006956,82,-30.17,-50.22,70.53,13.56
330,bellevue,75,US,1524005880,54,47.61,-122.19,53.6,13.87
331,alekseyevsk,48,RU,1524006958,64,57.84,108.35,39.84,11.77
332,port hardy,90,CA,1524006000,81,50.7,-127.42,46.4,5.82
333,eyl,80,SO,1524006959,100,7.98,49.82,75.62,2.59
334,astoria,40,US,1524005700,66,46.19,-123.83,50.0,11.41
335,halifax,90,CA,1524006120,100,44.65,-63.58,46.4,14.99
336,loikaw,32,MM,1524006960,100,19.67,97.21,63.02,2.71
337,mitsamiouli,68,KM,1524006961,100,-11.38,43.28,81.87,4.83
338,manta,80,RO,1524006961,82,45.1,24.1,54.2,2.71
339,ossora,32,RU,1524006962,97,59.24,163.07,29.9,3.6
340,daultala,0,PK,1524004200,68,33.19,73.14,66.2,6.06
341,garissa,88,KE,1524006963,84,-0.46,39.64,74.18,6.73
342,alofi,75,NU,1524006000,65,-19.06,-169.92,80.6,20.8
343,nadym,20,RU,1524006963,74,65.53,72.51,-2.78,10.65
344,aitape,36,PG,1524006964,91,-3.15,142.36,84.17,3.38
345,chihuahua,20,MX,1524001380,8,28.66,-106.08,89.6,12.75
346,lat yao,0,TH,1524006965,92,15.75,99.79,73.14,2.37
347,martapura,8,ID,1524006965,96,-3.41,114.85,80.7,3.38
348,mariakani,88,KE,1524006966,88,-3.87,39.47,76.61,9.64
349,tual,8,ID,1524006966,100,-5.67,132.75,83.36,5.28
350,talnakh,88,RU,1524006966,85,69.49,88.39,2.22,5.95
351,sumter,1,US,1524005760,28,33.92,-80.34,73.4,9.17
352,ewa beach,40,US,1524002220,57,21.32,-158.01,80.6,12.75
353,paracatu,92,BR,1524006839,79,-17.22,-46.87,70.17,5.39
354,alekseyevka,0,RU,1524004200,52,53.25,50.49,44.6,0.69
355,nemuro,92,JP,1524006968,86,43.32,145.57,40.2,20.49
356,aldan,0,RU,1524006969,59,58.61,125.39,37.05,5.17
357,broome,0,GB,1524005760,76,52.47,1.45,59.0,12.75
358,naze,20,NG,1524006969,92,5.43,7.07,75.3,4.94
359,lapa,75,BR,1524004200,87,-25.77,-49.72,60.8,4.7
360,mar del plata,44,AR,1524006970,56,-46.43,-67.52,58.52,22.5
361,ponta delgada,40,PT,1524006000,71,37.73,-25.67,51.8,21.92
362,karratha,0,AU,1524006970,26,-20.74,116.85,73.59,6.51
363,ucluelet,90,CA,1524006000,70,48.94,-125.55,48.2,6.93
364,latung,0,ID,1524006971,92,-8.45,120.42,76.61,3.83
365,zyryanka,36,RU,1524006972,68,65.73,150.89,23.15,2.93
